Number_of_followers,Number_of_friend,Total_of_tweets,Contain_Picture,Contain_hashtag,Listed_count,User_mentions,Contain_url,Retweet
36689384,78,57436,0,1,29451,1,1,1
44304436,2063,20800,0,0,22734,0,1,1
153844,768,60528,0,1,164,1,1,1
2143535,47,782,0,0,6589,1,1,1
183095,997,108011,0,1,1543,0,1,1
470330,7,6214,0,0,50,0,1,1
4283222,1,4374,0,1,496,0,1,1
11691638,257,3646,0,0,2480,0,1,1
91,88,2879,0,0,0,0,1,1
22409,3229,306128,0,0,218,0,1,1
72705,5462,483216,0,0,319,0,1,1
10234,5165,89056,0,1,88,0,1,1
112626,162,2130,0,1,17,0,1,1
2099675,114,9509,0,0,872,0,1,1
422883,280,59695,0,0,682,0,1,1
989215,1605,25572,0,0,681,0,1,1
7592,1967,197727,0,0,134,0,1,1
1187,1069,7521,1,0,2,0,1,0
8659050,320,322164,0,0,4528,0,1,1
42309550,874,336692,0,0,197253,0,1,1
28318,225,17077,0,0,113,0,1,1
2190,2,59294,0,1,20,0,1,0
7970931,157,180338,0,1,3403,0,1,1
216849,476,18191,0,1,992,0,1,1
75074,166,16419,0,0,159,1,1,1
287925,135,12807,0,0,171,1,1,1
413792,345,8386,0,1,190,0,1,1
19410,409,32954,0,0,148,0,1,1
44,58,452,0,1,1,0,1,0
2099675,114,9509,0,0,872,0,1,1
70512,1972,71213,0,0,3537,0,1,1
4914899,261,214127,0,0,52110,0,1,1
135022,206,15034,0,0,395,0,1,1
63869,664,11498,0,0,83,1,1,1
42309550,874,336692,0,0,197253,0,1,1
1699090,363,207960,0,0,2521,0,1,1
141284,2,9800,1,0,218,0,1,1
28318,225,17077,0,0,113,0,1,1
19410,409,32954,0,0,148,0,1,1
100933,892,68425,1,0,491,0,0,1
762,245,15556,0,0,15,0,1,1
63377,181,9077,0,0,171,0,1,1
61957,34818,29586,0,1,76,0,1,0
16451889,307,66040,0,0,22471,0,1,1
19042,7,12448,0,0,16,0,1,1
7795499,186,3934,0,0,1824,0,1,1
309480,4,5603,0,0,812,0,1,1
6792,851,4642,0,0,49,0,1,1
80624,666,56611,0,0,565,0,1,1
27370085,78,2373,0,0,22983,0,1,1
772053,8,404,0,0,131,0,1,1
251,380,19374,0,0,12,0,1,0
7795499,186,3934,0,0,1824,0,1,1
2539751,0,302003,0,1,3353,0,1,1
2927883,76,497215,0,0,11442,0,1,1
14966,927,4123,0,0,385,0,1,1
0,3,14,0,0,0,1,1,0
681,98,26862,0,0,8,0,1,1
1822,30,154503,0,0,25,1,1,0
71410,1536,2845,0,0,1258,0,1,1
1148235,479,14460,0,0,604,0,1,1
372,122,2798,0,0,1,1,1,1
5567606,161,109223,0,0,5710,0,1,1
34870,120,21618,0,0,242,0,1,1
5095293,64,1265,0,0,972,0,1,1
7227,1354,225744,0,1,59,0,1,1
2081,330,17342,0,0,60,1,1,0
989215,1605,25572,0,0,681,0,1,1
7795499,186,3934,0,0,1824,0,1,1
772053,8,404,0,0,131,0,1,1
27663,701,45004,1,0,278,0,0,1
4832,1067,8526,0,0,32,1,1,1
969830,32,171447,0,0,875,0,0,1
668,79,2313,0,0,4,0,1,1
320488,927,81253,0,0,657,0,1,1
320488,927,81253,0,0,657,0,1,1
11,90,57,0,0,0,1,0,0
601644,19,401774,0,0,1012,0,1,1
100933,892,68425,1,0,491,0,0,1
22864,1721,7030,1,0,38,0,0,1
143994,4706,246416,0,0,364,1,1,1
366,83,702,0,0,5,1,1,0
1746,1740,342,0,1,70,0,1,0
1018,1012,12612,0,0,84,1,0,0
628,1071,30991,0,0,1,1,1,0
3304,11,66,0,0,4,0,1,1
45,162,3493,0,0,2,1,1,0
5030,16,2518,0,1,21,0,1,1
53,71,59,1,0,0,1,0,1
688,323,7684,1,1,4,0,0,1
7237,705,195955,0,0,48,1,1,1
455,41,2091,0,1,0,0,1,1
989215,1605,25572,0,0,681,0,1,1
2927883,76,497215,0,0,11442,0,1,1
40,315,362,0,0,0,1,0,0
80,615,983,0,0,1,1,0,0
39102,37789,333189,0,0,459,1,1,1
41,166,4163,0,1,0,1,0,1
7795499,186,3934,0,0,1824,0,1,1
42309550,874,336692,0,0,197253,0,1,1
912,1430,56590,0,0,23,1,1,1
31543,476,9746,0,0,121,0,1,1
61729,678,18852,0,0,18,0,1,0
338,660,448,0,1,2,0,1,1
4122273,42,296870,0,1,2646,1,1,1
1187,1069,7521,0,0,2,0,1,0
0,21,2,0,1,0,0,1,0
596,227,868,0,0,1,0,1,1
28318,225,17077,0,0,113,0,1,1
30,519,3824,0,0,0,1,0,0
151,160,65,0,0,3,1,1,0
19329,18872,1233,1,0,34,0,0,1
100933,892,68425,1,0,491,0,0,1
3849,2230,6071,0,0,3,0,1,1
287925,135,12807,0,0,171,1,1,1
3502,2831,81154,0,1,48,0,1,1
31543,476,9746,0,0,121,0,1,1
26476,3702,69307,0,0,852,0,1,1
26476,3702,69307,0,0,852,0,1,1
5775,1901,21628,0,0,26,1,1,0
6,120,7633,1,0,0,0,1,0
11,95,252,0,0,0,0,1,1
5264,125,15984,0,1,26,0,1,0
772053,8,404,0,0,131,0,1,1
100933,892,68425,1,0,491,0,0,1
27370085,78,2373,0,0,22983,0,1,1
7795499,186,3934,0,0,1824,0,1,1
1186,1194,4709,0,0,51,0,1,0
73,156,192,0,0,0,0,1,0
5080,725,2812,0,0,5,1,0,1
2997,631,50247,0,1,8,0,1,1
31543,476,9746,0,0,121,0,1,1
3835372,581,71240,1,1,1089,0,1,1
28318,225,17077,0,0,113,0,1,1
28318,225,17077,0,0,113,0,1,1
5,30,603,0,1,0,0,1,1
2933852,421,486502,0,0,4534,1,1,1
101938,674,51532,0,0,310,0,1,1
309480,4,5603,0,0,812,0,1,1
11848019,272,7047,0,0,2142,0,1,1
28598,103,566,0,0,612,0,1,1
1794,223,27014,0,0,10,1,0,0
8097,1406,226,0,1,294,0,1,1
94,12,21077,1,0,5,0,1,0
29901,44,24829,0,0,85,1,0,0
9437,558,181254,0,0,85,1,1,1
42,5,18600,0,1,0,0,1,0
2496,293,160584,0,0,196,0,1,1
113,447,5882,0,0,1,1,0,1
15659,441,68442,0,0,1218,1,1,0
7795499,186,3934,0,0,1824,0,1,1
1122012,72,163455,0,0,844,0,1,1
165,320,14600,0,1,4,0,1,0
31543,476,9746,0,0,121,0,1,1
8659050,320,322164,0,0,4528,0,1,0
1847,300,91778,0,0,55,1,1,1
41,0,6068,0,0,0,0,1,0
258,340,5926,0,0,2,1,1,0
408,7,48435,0,0,18,0,1,0
100933,892,68425,1,0,491,0,0,1
1060,107,3730,0,0,2,0,1,1
1679,251,202,0,0,47,1,1,1
40735,419,21919,1,1,113,1,1,0
23307,103,26219,0,0,334,0,1,0
87,9,13288,1,0,1,0,1,0
80624,666,56611,0,0,565,0,1,1
10234,5165,89056,0,1,88,0,1,1
11414413,511,415736,1,1,10841,0,1,1
57538,252,106854,0,1,735,0,1,0
4455,1,390109,0,0,214,0,1,0
132537,1248,4015,0,1,206,0,1,1
5567606,161,109223,0,1,5710,0,1,1
16899,12713,797,0,0,6,0,1,1
52271,830,293665,0,0,976,0,1,0
41,166,4163,0,1,0,1,0,1
8659050,320,322164,0,0,4528,0,1,1
75074,166,16419,0,0,159,1,1,1
86,127,1141,0,1,0,0,1,1
232,1019,1148,0,0,3,1,0,0
28318,225,17077,0,0,113,0,1,1
10890,81,1233,0,1,6,0,1,1
875,164,84596,0,1,98,1,1,0
10199,4467,102618,0,1,18,0,0,0
28908,58,176928,0,0,450,0,1,0
5649421,67,7951,0,1,1050,0,1,1
443007,74,12118,0,1,262,0,1,1
11581,2327,87634,0,0,11,0,1,1
166913,1524,50716,0,1,2502,0,1,1
1957148,1013,29739,1,0,1034,0,1,1
9214,2714,31109,0,0,21,0,1,0
1257,544,16832,0,0,4,1,1,0
100933,892,68425,1,0,491,0,0,1
15675,60,157,0,0,13,0,1,1
100933,892,68425,1,0,491,0,0,1
315,76,7650,0,0,0,0,1,0
5453,529,2869,0,0,16,0,1,1
69733,17,740,1,1,25,1,1,1
92391,90,7961,0,0,76,0,0,1
885,329,9902,0,0,32,0,1,1
408,236,176,0,1,65,0,1,0
8097,1406,226,0,1,294,0,1,1
1847,300,91778,0,0,55,1,1,1
1148235,479,14460,0,0,604,0,1,1
44304436,2063,20800,0,0,22734,0,1,1
7227,1354,225744,0,1,59,0,1,1
10664,566,7448,0,0,407,0,1,1
293187,293,28814,0,0,383,0,1,1
22,2,9435,0,0,0,0,1,0
954,140,44606,1,0,0,1,0,1
12566,1000,17873,0,0,611,0,1,1
989215,1605,25572,0,0,681,0,1,1
989215,1605,25572,0,0,681,0,1,1
989215,1605,25572,0,0,681,0,1,1
989215,1605,25572,0,0,681,0,1,1
25,85,2619,0,0,0,0,1,0
977,230,3497,0,1,31,0,1,1
8659050,320,322164,0,0,4528,0,1,1
25591,9775,62668,0,1,258,0,1,1
357,2344,32069,0,0,12,0,1,0
2152,1117,4800,0,0,2,0,1,1
113848,1,10628,0,0,63,0,1,1
8097,1406,226,0,1,294,0,1,1
143994,4706,246416,0,0,364,1,1,1
47912,196,24052,0,1,795,1,1,1
394781,210128,162251,0,0,2328,0,1,1
89,35,2981,0,0,4,0,1,0
3400,624,106108,0,1,9,0,1,1
75074,166,16419,0,0,159,1,1,1
75074,166,16419,0,0,159,0,1,1
1492,1507,1719,0,1,22,0,1,1
176857,5148,50834,0,0,276,0,1,1
95,61,1932,0,0,2,1,1,0
336,174,14,0,0,0,0,1,0
41,166,4163,0,1,0,1,0,1
7592,1967,197727,0,0,134,0,1,1
79473,2860,13754,0,0,229,1,1,1
608,730,17628,0,0,28,1,0,1
2611,30,22828,0,1,1,1,1,1
7795499,186,3934,0,0,1824,0,1,1
2933852,421,486502,0,0,4534,0,1,1
5273,507,124263,0,1,92,1,1,1
1702,126,21914,0,1,61,1,1,0
100933,892,68425,1,0,491,0,0,1
126,483,1645,1,0,2,0,1,1
80058,752,281237,0,0,712,0,1,1
751,260,1603,0,0,0,1,1,0
12090,642,218703,0,0,145,0,1,0
3502,2831,81154,0,1,48,0,1,1
2183,1264,9075,0,0,12,0,1,1
100933,892,68425,1,0,491,0,0,1
51,0,15427,0,0,0,0,1,0
20,72,375,0,0,0,1,1,0
989215,1605,25572,0,0,681,0,1,1
49971,2444,850297,0,1,290,0,1,1
135022,206,15034,0,0,395,0,1,1
4981537,195,234661,0,0,5380,0,1,1
25,1,62997,0,0,6,0,0,0
103,506,8423,0,0,1,1,1,0
5762,1992,3993,0,1,46,0,1,1
4085289,3,2592,0,0,1354,0,1,1
772053,8,404,0,0,131,0,1,1
1810,3824,650,0,1,1,0,0,0
13373,62,29314,0,0,172,0,1,0
15919,747,6687,0,0,35,0,1,1
80713,116,3341,0,0,186,0,1,1
183095,997,108011,0,1,1543,0,1,1
1407040,1074,37196,0,0,906,0,1,1
3849,2230,6071,0,0,3,0,1,1
243566,756,5543,0,0,492,0,1,1
79473,2860,13754,0,0,229,1,1,1
483757,47,269712,0,0,1771,0,1,1
483757,47,269712,1,0,1771,0,1,0
989215,1605,25572,0,0,681,0,1,1
42309550,874,336692,0,0,197253,0,1,1
7795499,186,3934,0,0,1824,0,1,1
10,63,7600,1,1,0,0,0,0
287925,135,12807,0,0,171,0,1,1
1647293,15,156856,0,0,947,0,1,1
989215,1605,25572,0,0,681,1,1,1
484927,3,118048,0,1,982,0,1,1
1260666,154,14863,0,1,834,0,1,1
989215,1605,25572,0,0,681,0,1,1
2099675,114,9509,0,0,872,0,1,1
680,216,16506,0,1,1,1,1,1
2099675,114,9509,0,0,872,0,1,1
41,166,4163,0,1,0,1,0,1
100,260,6977,0,0,0,0,1,0
443007,74,12118,0,1,262,0,1,1
989215,1605,25572,0,0,681,0,1,1
187184,8,19707,0,0,585,1,1,1
5022,113,12358,1,0,16,1,0,1
10,57,356,1,0,0,0,1,0
2375,694,163678,0,0,6,0,1,1
349,1393,1030,1,0,0,0,1,0
206,246,6362,0,0,0,1,1,1
119,201,3435,0,0,0,1,1,0
7795499,186,3934,0,0,1824,0,1,1
334,164,12365,0,0,3,1,1,1
18521,711,8551,0,0,68,0,1,1
1778,748,36340,0,1,12,0,1,0
511359,101,2157,0,0,210,0,1,1
8927,780,58297,0,0,148,0,1,1
12,27,44,0,1,0,1,1,0
1847,300,91778,0,0,55,1,1,1
19410,409,32954,0,0,148,0,1,1
1532,3090,25226,0,0,13,1,1,0
772053,8,404,0,0,131,0,1,1
3548,105,206,0,0,0,1,1,1
132537,1248,4015,0,0,206,1,1,1
252,626,1273,0,0,0,0,0,1
9437,558,181254,1,0,85,1,0,1
23,250,534,0,0,0,1,1,0
25591,9775,62668,0,1,258,0,1,1
829,515,63448,0,0,42,1,1,1
511359,101,2157,0,0,210,0,1,1
309480,4,5603,0,0,812,0,1,1
590288,260,7158,0,0,693,0,1,1
22,436,168,0,0,0,1,1,0
457,1089,4341,0,0,2,0,1,1
334,164,12365,0,0,3,1,1,1
738,317,378,0,1,2,0,1,1
164496,113,63943,1,1,148,0,0,1
5080,725,2812,0,0,5,1,0,1
20,4,275,1,1,0,0,1,0
75074,166,16419,0,0,159,1,1,1
692,60,404,0,0,2,0,1,1
196,54,126,0,1,2,1,1,0
989215,1605,25572,0,0,681,1,1,1
9209,1274,30398,1,0,331,0,0,1
37299,11721,160876,0,0,164,0,1,1
16526,429,17827,0,0,72,0,1,1
12332,180,2239,0,0,8,0,1,1
25,11,579,0,0,0,1,0,1
41,166,4163,0,1,0,1,0,1
243,55,8632,0,0,0,0,1,0
796221,213,3912,0,0,247,0,1,1
13229,1993,160,1,0,30,0,1,0
322,574,494,0,0,11,0,1,1
959725,199,33721,0,1,345,0,1,1
7795499,186,3934,0,0,1824,0,1,1
11529,816,43324,0,0,67,0,1,1
124796,1265,161859,1,0,799,0,0,1
7795499,186,3934,0,0,1824,0,1,1
163249,117,3161,0,1,43,0,1,1
100933,892,68425,1,0,491,0,0,1
491,588,52556,0,0,45,1,1,0
431,388,15307,0,0,23,1,0,0
989215,1605,25572,0,0,681,0,1,1
5169,433,2274,0,1,16,0,1,0
153844,768,60528,0,0,164,1,1,1
13434687,161,2861,0,0,3034,0,1,1
27370085,78,2373,0,0,22983,0,1,1
6941,96,652,0,0,10,0,1,1
541,277,15843,0,0,11,0,1,0
20569,1944,42912,0,0,67,0,1,1
71,69,229,0,0,0,1,1,0
9987,356,86989,0,0,124,1,1,1
205406,129,48871,0,0,1097,0,1,1
19410,409,32954,0,0,148,0,0,1
593,580,2491,0,0,7,1,1,0
3341,1739,103238,0,0,146,1,1,1
44304436,2063,20800,0,0,22734,0,1,1
772053,8,404,0,0,131,0,1,1
78,342,104,0,1,0,0,1,0
49971,2444,850297,0,0,290,1,1,1
804,670,9731,0,1,366,0,1,1
692,60,404,0,0,2,0,1,1
92,470,20495,0,1,0,0,1,0
6276,139,1349,0,1,6,0,1,1
100933,892,68425,1,0,491,0,0,1
97674,137,51397,0,1,736,0,1,1
100712,833,13350,0,0,202,0,1,1
12147,269,7682,0,0,78,1,1,0
17162,1966,142883,0,0,206,1,1,1
615,828,5220,0,1,46,1,1,0
15722,114,4044,1,0,14,0,0,1
2723,655,40294,0,0,149,0,0,1
954,140,44606,1,0,0,1,0,1
608,730,17628,0,0,28,1,0,1
132537,1248,4015,0,1,206,0,1,1
309480,4,5603,0,0,812,0,1,1
334,164,12365,0,0,3,1,1,1
0,22,7,0,0,0,1,0,0
19410,409,32954,0,0,148,0,1,1
18567,376,9480,1,1,121,1,0,1
612,197,25392,0,0,42,0,0,0
613806,1024,22506,0,1,313,0,1,1
103793,772,74808,0,0,295,0,1,1
6416,470,3295,0,0,42,1,1,1
254,410,7807,0,0,0,1,1,0
7795499,186,3934,0,0,1824,0,1,1
100933,892,68425,1,0,491,0,0,1
796221,213,3912,0,0,247,0,1,1
19410,409,32954,0,0,148,0,1,1
44304436,2063,20800,0,0,22734,0,1,1
7795499,186,3934,0,0,1824,0,1,1
278,203,6449,0,1,7,0,1,1
1335,149,20041,0,0,15,0,1,1
320488,927,81253,0,0,657,0,1,1
18842,2195,11424,0,0,28,0,1,0
989215,1605,25572,0,0,681,1,1,1
2842,4,19645,1,0,18,0,1,0
7795499,186,3934,0,0,1824,0,1,1
101938,674,51532,0,0,310,0,1,1
7795499,186,3934,0,0,1824,0,1,1
49727,9,31,0,0,20,0,1,1
19410,409,32954,0,0,148,0,0,1
304998,442,89008,0,0,764,1,1,1
5904,274,14604,0,0,121,1,1,1
65,167,1974,0,0,0,1,1,1
80713,116,3341,0,0,186,0,1,1
183095,997,108011,0,1,1543,0,1,1
75074,166,16419,0,0,159,1,1,1
135022,206,15034,0,0,395,0,1,1
692,60,404,0,0,2,0,1,1
14673,65,41133,0,0,65,0,1,1
19410,409,32954,0,0,148,0,1,1
1266,384,8858,0,0,67,1,1,0
100933,892,68425,0,0,491,0,1,1
7253,1590,27517,0,0,48,0,1,1
22409,3229,306128,0,0,218,0,1,1
4145,4967,26891,0,0,66,1,1,0
772053,8,404,0,0,131,0,1,1
282667,74,21354,0,1,669,0,1,1
1647293,15,156856,0,0,947,0,1,1
2529,1767,53363,0,0,7,1,1,1
44304437,2063,20800,0,0,22734,0,1,1
128,2,47370,0,0,30,0,0,0
101938,674,51532,0,0,310,0,1,1
1360,171,7226,0,0,8,0,1,0
1001,201,4315,0,0,108,1,1,0
4608,955,15939,0,0,41,0,1,1
780990,1249,97318,0,1,475,0,1,0
7795499,186,3934,0,0,1824,0,1,1
5,15,11,0,0,0,0,1,0
1699090,363,207960,0,0,2521,0,1,1
676,28,479,0,0,7,0,1,1
3502,2831,81154,0,1,48,0,1,1
100933,892,68425,1,0,491,0,0,1
75074,166,16419,0,0,159,1,1,1
691,437,40300,0,0,2,1,1,1
75074,166,16419,0,0,159,1,1,1
5090,2442,122958,0,0,78,1,0,0
4085289,3,2592,0,0,1354,0,1,1
76,383,106,0,0,1,1,1,0
79424,142,1648,0,1,36,0,1,1
28,41,703,0,1,1,1,1,1
2660,125,7978,0,0,10,0,1,0
51,106,1444,0,0,0,0,1,0
27370085,78,2373,0,0,22983,0,1,1
183095,997,108011,0,1,1543,0,1,1
170,439,7561,0,0,0,0,1,1
6088,2366,6556,0,1,29,0,1,0
49971,2444,850297,0,0,290,1,1,1
7795499,186,3934,0,0,1824,0,1,1
829,515,63448,0,0,42,1,1,1
724590,341,18976,0,1,407,0,1,1
13229,1993,160,0,0,30,0,1,0
14176,8043,31789,0,0,17,0,1,1
10402,408,2241,0,0,61,1,1,1
610,39,2454,0,1,2,1,1,1
309480,4,5603,0,0,812,0,1,1
206,246,6362,0,0,0,1,1,1
19410,409,32954,0,0,148,0,0,1
715,0,6687,0,0,7,0,1,0
16900,12713,797,0,0,6,0,1,1
100933,892,68425,1,0,491,0,0,1
63377,181,9077,0,0,171,0,1,1
19410,409,32954,0,0,148,0,0,1
2099675,114,9509,0,0,872,0,1,1
64912,775,123913,0,1,186,0,0,1
100933,892,68425,1,0,491,0,0,1
12876,52,421,1,1,3,1,0,1
22409,3229,306128,0,0,218,0,1,1
60,53,240,0,0,6,0,1,0
282667,74,21354,0,1,669,0,1,1
412,1471,119,1,0,0,0,1,1
614376,104,5759,0,0,321,0,1,1
212,197,9635,0,0,43,0,1,0
0,0,3,0,0,0,0,1,0
618450,3848,14464,0,0,375,0,1,1
135022,206,15034,0,0,395,0,1,1
15063,89,257510,1,1,76,0,0,1
5095293,64,1265,0,0,972,0,1,1
309480,4,5603,0,0,812,0,1,1
772053,8,404,0,0,131,0,1,1
1879,11,111363,0,0,192,0,1,0
243,153,15044,1,0,2,0,1,0
31729,3559,335462,0,1,50,1,1,1
100933,892,68425,1,0,491,0,0,1
3057,118,1025,0,1,20,0,1,1
101938,674,51532,0,0,310,0,1,1
2253359,197,4277,0,0,330,0,1,1
7795499,186,3934,0,0,1824,0,1,1
4012,5002,23768,0,1,13,1,1,0
412,1471,119,0,0,0,0,1,1
737853,76,165783,0,1,730,0,1,1
11848019,272,7047,0,0,2142,0,1,1
34776,19554,275,0,1,7,0,1,1
23977994,90,285157,0,1,110889,0,1,1
19410,409,32954,0,0,148,0,1,1
